Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT019,396.9295604
FDZ08,OUT046,1324.953519
NCJ05,OUT018,2462.692866
FDF59,OUT046,2083.339443
NCO05,OUT035,1576.741014
FDW24,OUT018,703.2458824
NCX42,OUT018,2710.815093
NCA53,OUT035,702.2112747
FDI45,OUT019,410.6914577
FDG46,OUT046,1850.533484
FDM20,OUT010,573.4384758
FDW11,OUT010,163.8083779
FDX08,OUT035,2926.339389
NCK17,OUT035,693.4709577
FDK32,OUT018,2428.860299
NCA42,OUT035,2590.606981
DRI01,OUT035,2839.130959
NCL55,OUT049,4006.072899
DRE25,OUT018,1523.413562
FDD14,OUT017,3094.186815
FDB10,OUT046,3906.34133
DRN11,OUT035,2414.046775
FDP38,OUT018,711.2702721
NCA30,OUT017,3096.084508
FDT15,OUT017,3096.234888
NCP55,OUT018,846.6439485
FDF12,OUT035,2418.126382
FDM21,OUT018,3722.018591
FDX56,OUT035,3381.718896
FDF10,OUT017,2414.549481
FDT32,OUT045,3097.039062
FDM51,OUT018,1581.180446
NCR50,OUT018,2463.983559
FDI19,OUT049,3962.63062
FDX21,OUT017,1606.45521
FDR31,OUT035,2414.549481
FDY02,OUT013,4057.341882
NCA29,OUT045,2834.720933
NCX17,OUT046,3856.566793
FDM12,OUT045,3098.120738
FDI53,OUT027,4097.330379
NCU30,OUT049,2650.781941
FDC56,OUT027,3086.887907
FDK27,OUT018,2077.218567
NCK18,OUT017,2748.606452
FDB52,OUT019,572.8411256
DRG25,OUT027,5228.930033
FDZ13,OUT049,729.9953055
FDB57,OUT019,584.2418475
FDR40,OUT046,1347.615601
NCO14,OUT019,91.69097597
NCN19,OUT045,3098.735963
FDQ28,OUT019,346.4274737
FDO13,OUT018,2644.38357
FDK48,OUT013,1251.277608
FDU07,OUT018,2435.057339
FDW20,OUT046,2077.218567
FDV12,OUT010,236.7228013
FDH24,OUT013,2579.709202
FDV59,OUT049,3494.975916
FDK57,OUT045,2054.108114
FDL16,OUT027,1096.835107
NCQ17,OUT046,2480.499839
FDJ15,OUT018,3088.953495
FDX24,OUT049,1495.345854
FDT47,OUT046,1540.728
FDT10,OUT049,905.7789176
FDZ37,OUT018,1439.296391
FDW43,OUT027,6175.723669
DRN36,OUT017,1527.272985
FDJ14,OUT045,1290.880209
FDA32,OUT013,3499.475131
FDJ38,OUT019,484.3488374
FDQ57,OUT017,2414.85749
NCQ41,OUT019,503.5696147
FDG56,OUT049,898.787987
DRC13,OUT027,3276.777395
FDV55,OUT035,2413.6242
FDQ49,OUT045,2532.657139
FDE29,OUT010,174.6109326
FDR03,OUT013,3379.925547
FDD45,OUT049,1491.177493
FDN38,OUT010,530.2984892
FDT56,OUT046,846.9799124
FDT48,OUT045,3180.258301
FDU03,OUT049,2975.79402
FDC56,OUT010,273.7677902
NCO43,OUT027,2626.133473
FDQ27,OUT017,1583.647071
FDR03,OUT046,3378.336121
DRH23,OUT010,173.2443324
FDG22,OUT045,693.1893188
NCJ42,OUT013,1592.682035
FDR24,OUT046,1461.704692
FDW60,OUT035,2862.931728
FDJ08,OUT013,3098.72296
DRL59,OUT018,737.5313893
FDG60,OUT010,567.6153659
FDW27,OUT017,2487.624697
FDX14,OUT018,1251.277608
FDC20,OUT013,846.6439485
NCS29,OUT018,3786.850294
FDJ56,OUT046,1576.741014
FDB20,OUT019,189.5732777
FDL28,OUT027,6242.611717
FDW01,OUT018,2428.860299
FDL03,OUT046,3118.036312
FDX22,OUT049,3485.749512
FDJ21,OUT035,2413.932209
FDR31,OUT045,2415.594198
FDG21,OUT035,2430.15314
FDS22,OUT027,1095.900643
FDK08,OUT035,1572.609218
FDE17,OUT018,2428.860299
NCN30,OUT017,1537.440277
FDT50,OUT046,1545.261489
NCX42,OUT049,2643.813271
FDJ12,OUT035,3451.769384
NCA18,OUT027,3063.82302
FDP23,OUT019,510.1382105
FDX12,OUT013,3982.345685
FDN40,OUT018,2441.160986
FDV48,OUT035,1251.277608
NCY54,OUT013,2859.94827
FDL16,OUT010,107.5874389
FDR45,OUT018,3673.210927
FDJ52,OUT046,2609.27642
DRG01,OUT017,1251.277608
FDP52,OUT013,3863.419046
FDU58,OUT017,3096.234888
FDL02,OUT045,1594.586682
FDG28,OUT013,3971.353281
FDA19,OUT035,2084.211329
FDW46,OUT027,1857.577833
NCD43,OUT049,1592.220509
DRG39,OUT013,729.9953055
NCF55,OUT049,693.1893188
FDJ07,OUT046,1931.80079
FDE08,OUT046,2418.795586
FDP56,OUT019,93.3839492
FDT45,OUT045,801.0316749
FDF17,OUT018,3100.386045
FDX44,OUT046,1438.296625
FDM28,OUT027,5058.636534
FDI36,OUT049,3120.735962
FDS07,OUT045,1924.471686
FDD36,OUT045,1931.80079
FDW11,OUT046,905.4236832
FDN40,OUT049,2464.60659
NCQ18,OUT049,1546.862389
NCQ54,OUT017,2749.577231
NCS42,OUT045,1469.074635
DRH39,OUT010,169.6838317
FDC09,OUT027,2655.257737
FDT08,OUT010,341.1904167
FDC08,OUT035,3785.549277
FDT20,OUT017,693.1893188
FDS35,OUT035,1018.402391
FDX58,OUT018,3088.427472
FDW58,OUT046,1595.635148
DRD27,OUT046,1572.174087
FDH32,OUT019,241.2737842
FDS26,OUT035,4055.4233
FDQ31,OUT046,1430.652072
FDP11,OUT018,3365.051471
FDD58,OUT017,1572.609218
FDM33,OUT045,3498.56062
FDZ16,OUT049,3110.420237
NCS29,OUT010,543.7863591
NCM18,OUT019,167.2140923
FDP11,OUT049,3529.062843
NCC42,OUT017,2097.692734
DRM23,OUT046,2859.302758
NCN55,OUT027,6227.848169
FDK46,OUT013,4044.448606
FDR01,OUT046,3130.155891
NCA05,OUT045,2419.479488
NCP43,OUT017,2881.561782
FDR12,OUT010,387.8120658
FDQ01,OUT013,4017.560635
FDM13,OUT046,2089.366901
FDQ19,OUT017,3970.269624
FDK56,OUT019,477.9079234
NCX06,OUT010,476.3977361
FDO56,OUT027,3065.084865
FDU45,OUT045,1796.006346
FDI16,OUT019,169.3624507
FDL32,OUT046,1878.159203
FDA07,OUT046,2078.344344
FDA14,OUT045,2414.549481
FDV46,OUT027,3433.691011
NCO07,OUT035,3505.641403
NCP41,OUT046,1595.635148
FDY60,OUT018,2098.302441
FDN38,OUT017,3985.763523
FDO15,OUT046,1122.483656
FDT60,OUT013,2077.218567
FDA55,OUT035,3790.604783
FDE02,OUT010,222.9526095
DRJ39,OUT049,3630.660918
FDV34,OUT035,1079.550286
FDS20,OUT027,5231.851691
FDF02,OUT027,2655.92364
FDW40,OUT017,2124.947923
NCB43,OUT046,3094.96288
FDR58,OUT017,1462.240453
DRJ59,OUT035,693.1893188
NCD30,OUT017,1572.174087
FDE14,OUT017,1546.862389
FDC28,OUT018,1606.45521
FDU16,OUT018,1364.624781
NCD19,OUT035,846.6439485
FDU21,OUT046,693.1893188
FDV59,OUT027,5640.50889
FDU03,OUT045,3092.943748
FDC33,OUT010,586.0153524
NCR42,OUT035,693.1893188
DRH59,OUT035,1123.543754
NCM31,OUT035,2099.458802
FDS50,OUT035,3739.193675
FDP39,OUT046,763.1553971
FDQ55,OUT013,1929.632671
FDV36,OUT019,295.8056718
FDI05,OUT027,2178.431293
FDS45,OUT027,2648.826864
FDA39,OUT045,693.1893188
FDC37,OUT010,258.1106854
FDJ60,OUT027,4289.404317
DRQ35,OUT046,2077.218567
NCJ06,OUT046,2051.903304
NCY42,OUT018,2413.188663
DRM37,OUT049,3111.035462
FDR14,OUT045,729.9953055
FDE51,OUT049,695.0600506
FDT33,OUT017,2749.246345
FDR08,OUT013,1796.006346
FDE36,OUT010,453.3684693
FDL22,OUT019,249.7329675
FDR44,OUT013,2090.749032
FDI56,OUT019,223.2899775
FDE47,OUT010,290.5903847
FDV27,OUT010,210.1833728
FDV10,OUT049,693.4709577
FDC40,OUT045,1251.79381
NCX41,OUT013,3497.15268
NCQ38,OUT027,2655.257737
FDV12,OUT027,2654.860067
FDE52,OUT017,1444.181382
FDG20,OUT027,4907.172088
FDV16,OUT027,1095.306662
FDI32,OUT017,1895.094749
FDJ32,OUT049,922.4658993
FDN39,OUT018,2779.485583
FDY34,OUT017,2750.715933
FDC14,OUT035,693.4709577
FDA55,OUT017,3774.267381
FDZ50,OUT010,475.2834435
DRG13,OUT049,2651.781905
FDP01,OUT013,2460.111139
NCG54,OUT017,2860.361052
FDM13,OUT045,2091.641111
NCO18,OUT027,5048.010539
NCW41,OUT013,2488.036977
FDM52,OUT027,3843.477007
NCF55,OUT035,693.1893188
FDT09,OUT046,2090.749032
NCM19,OUT035,1671.11938
FDW12,OUT018,2413.56465
FDP15,OUT019,573.7047124
FDK36,OUT045,702.2112747
FDZ25,OUT035,2860.57475
NCW06,OUT049,3109.157746
FDW60,OUT046,2891.590608
DRC49,OUT013,2414.173589
NCT17,OUT035,3098.656644
NCN06,OUT018,2644.38357
FDC45,OUT013,2837.887618
DRJ47,OUT019,398.7087905
NCF06,OUT045,4051.718977
FDE21,OUT010,277.900035
DRG27,OUT013,693.4709577
FDW40,OUT049,2098.302441
NCO53,OUT046,3095.552487
FDE23,OUT049,695.3401045
FDQ16,OUT046,1612.059547
FDS26,OUT045,4036.298022
FDZ13,OUT010,103.4450459
FDS14,OUT049,2487.728967
FDC10,OUT045,1996.218562
FDY16,OUT049,3096.907525
FDJ20,OUT035,2081.879327
FDV43,OUT035,693.4709577
FDZ32,OUT027,2653.872718
FDR23,OUT046,2859.598745
FDN24,OUT035,786.6700654
FDE34,OUT027,5235.523378
FDU31,OUT013,3504.081747
FDW33,OUT018,1606.45521
FDU26,OUT046,1929.632671
FDE20,OUT027,4292.214267
NCW05,OUT035,1595.635148
FDB22,OUT018,2428.860299
FDO56,OUT046,1927.619432
FDA19,OUT027,3356.90953
DRI39,OUT045,846.6439485
FDH52,OUT018,903.8800959
FDZ50,OUT035,3096.62375
NCN42,OUT035,2416.451501
FDB53,OUT013,2417.750489
DRG11,OUT017,1614.169303
DRK11,OUT027,3893.076762
FDQ60,OUT017,2077.218567
FDT36,OUT017,693.1893188
DRG25,OUT018,3088.953495
DRJ23,OUT046,3097.487842
FDG05,OUT035,2580.857251
NCK06,OUT018,2075.524095
FDU52,OUT017,2464.982483
FDW07,OUT018,1444.181382
NCM17,OUT045,695.3401045
FDA22,OUT045,2780.200241
NCA41,OUT018,3099.770819
FDF38,OUT035,693.4709577
FDH52,OUT046,933.5422645
FDY58,OUT019,564.9300771
FDZ16,OUT045,3108.51888
NCM18,OUT017,922.4658993
FDA22,OUT018,2741.779501
NCJ43,OUT035,2863.977874
FDI34,OUT027,6269.034862
FDG56,OUT046,918.9706767
FDS34,OUT046,1925.551713
DRC01,OUT035,707.5100033
FDQ04,OUT035,693.1893188
FDK04,OUT035,846.9799124
FDT51,OUT049,1661.519569
FDV26,OUT017,3107.95316
FDS04,OUT049,2097.692734
FDW43,OUT018,3556.184998
FDQ28,OUT010,341.7138964
NCK06,OUT017,2075.524095
FDS23,OUT018,2088.919223
FDZ36,OUT019,523.8567631
FDE56,OUT018,934.4540417
FDW10,OUT027,4886.39259
NCN14,OUT045,3095.006169
NCQ18,OUT045,1557.921871
FDW08,OUT017,1604.41995
FDU43,OUT035,3926.626086
FDR33,OUT010,255.9809676
FDM24,OUT010,352.9461918
NCZ05,OUT046,1592.220509
NCV41,OUT035,1745.796252
FDV11,OUT018,2853.202217
NCY05,OUT035,693.1893188
FDV44,OUT018,3090.007948
FDW32,OUT049,1364.624781
NCU18,OUT027,3450.778752
NCC43,OUT035,4002.3584
FDW19,OUT013,1675.703659
FDN31,OUT035,3104.458695
FDI48,OUT045,709.1668686
FDS24,OUT017,1460.394591
FDF46,OUT049,1924.471686
DRG23,OUT017,2430.15314
FDG14,OUT018,2428.025369
NCY30,OUT049,2926.247272
FDO28,OUT018,2077.218567
DRD24,OUT035,2099.458802
FDI33,OUT049,1460.394591
FDN32,OUT046,3095.552487
FDR16,OUT045,3491.992503
FDF26,OUT046,2462.793904
NCN29,OUT018,702.2112747
FDE20,OUT045,2781.454363
FDA46,OUT046,3107.828326
FDU28,OUT045,3095.006169
FDQ48,OUT045,1572.609218
FDV36,OUT013,2084.211329
FDR14,OUT018,785.3387129
FDP23,OUT017,3500.633589
FDP56,OUT013,711.8920425
FDK48,OUT010,179.0591075
FDR48,OUT046,2435.974286
NCY29,OUT049,846.6439485
FDM22,OUT018,800.6439671
DRJ01,OUT013,2639.093689
FDZ43,OUT045,3961.103006
FDV03,OUT035,2464.982483
FDX11,OUT027,5154.057489
NCA41,OUT027,5420.068202
FDE38,OUT017,2749.461811
FDI27,OUT018,702.2112747
FDN32,OUT013,3095.582773
NCN43,OUT017,2076.601528
FDB47,OUT027,5588.178889
FDV03,OUT017,2480.875732
NCN30,OUT045,1557.921871
NCV54,OUT010,282.5327349
FDV07,OUT013,1641.501589
FDP07,OUT049,3125.829706
FDK48,OUT018,1052.496559
FDM15,OUT019,339.4966341
FDY19,OUT027,3063.177289
FDK46,OUT046,4036.893606
FDY11,OUT045,1033.883897
FDH09,OUT046,737.5313893
FDO08,OUT027,4244.97596
FDU14,OUT013,4014.208783
FDD22,OUT027,3045.393864
FDM27,OUT017,2529.154947
FDL02,OUT027,2656.766966
NCA17,OUT035,2415.902207
FDE38,OUT019,395.9226613
NCG07,OUT049,3099.16681
DRC27,OUT013,3969.270539
FDA27,OUT035,4022.419241
FDW40,OUT045,2098.844044
DRI11,OUT013,1924.471686
FDN50,OUT046,1524.857554
FDR12,OUT046,2856.267075
FDT34,OUT027,2659.50066
FDW11,OUT035,918.9706767
NCO30,OUT027,5152.598721
FDZ34,OUT017,3107.895502
FDU45,OUT017,1850.533484
NCD42,OUT035,693.1893188
FDX25,OUT045,2985.111672
NCR29,OUT046,846.6439485
FDX43,OUT019,412.0790791
FDB04,OUT010,206.8208538
FDR49,OUT027,1207.068564
FDS39,OUT018,2098.302441
FDW58,OUT045,1595.635148
FDG22,OUT019,85.92511563
FDG31,OUT017,957.8574993
NCV53,OUT027,6227.332588
DRJ37,OUT035,2419.601177
FDV07,OUT035,1661.989342
FDW52,OUT018,2697.397669
FDT15,OUT045,3096.211001
FDD02,OUT018,1967.732648
FDM16,OUT035,1064.55632
NCE55,OUT046,2860.335368
FDB57,OUT018,3436.534558
FDQ04,OUT013,693.7375204
FDQ47,OUT019,86.29847694
FDY14,OUT019,549.2457797
DRK37,OUT017,3097.289341
FDO25,OUT017,3487.647383
FDL57,OUT046,4041.389806
NCK29,OUT018,2077.218567
FDK46,OUT027,6251.667403
NCB43,OUT010,499.8863884
DRE01,OUT027,6266.823135
FDC46,OUT018,3088.33827
FDQ23,OUT045,1594.098563
FDX38,OUT049,704.109738
FDG60,OUT018,3628.973308
FDW55,OUT017,3962.790167
FDP39,OUT013,704.109738
FDB20,OUT018,1251.79381
FDV21,OUT017,2081.879327
FDZ02,OUT013,1545.261489
FDP19,OUT027,3345.557183
FDA38,OUT035,3974.961063
FDH22,OUT045,2082.331658
DRM11,OUT045,4050.850343
FDO12,OUT027,5461.64653
FDT14,OUT049,2054.108114
FDW34,OUT010,564.2286754
FDG04,OUT027,5151.278858
FDW59,OUT018,1406.196979
FDR33,OUT018,1614.169303
FDP32,OUT013,2084.211329
FDL13,OUT027,6250.117288
FDD22,OUT013,1881.139317
FDV40,OUT027,1861.934851
NCD55,OUT046,693.4709577
FDQ20,OUT010,82.09002558
FDD28,OUT045,846.9799124
FDC39,OUT045,3479.268045
NCR17,OUT049,1929.632671
DRO35,OUT018,1928.083811
FDF40,OUT049,4016.79371
FDR31,OUT018,2412.331359
NCQ41,OUT017,3109.157993
FDP38,OUT046,704.109738
NCU54,OUT027,5616.61289
FDG22,OUT018,693.1893188
DRK59,OUT013,3870.897277
FDC37,OUT046,1602.91234
NCO42,OUT013,2414.481598
NCT42,OUT017,2419.909187
FDX27,OUT035,1507.585686
FDV40,OUT018,1066.343339
FDT45,OUT027,1664.528798
FDS47,OUT019,224.4554404
FDR45,OUT035,3962.948787
FDB03,OUT045,3950.685066
FDO49,OUT035,755.9602012
FDU60,OUT027,4330.950721
FDB26,OUT018,729.9953055
FDB46,OUT017,3493.092711
FDQ37,OUT019,497.8804695
FDN03,OUT017,4014.867136
NCX30,OUT045,4008.426451
FDK32,OUT019,339.474185
DRM47,OUT013,3107.32194
NCO02,OUT046,1036.194739
FDP04,OUT013,1018.402391
NCO43,OUT049,1579.02548
FDD59,OUT013,1324.953519
FDQ10,OUT017,2860.108308
FDW45,OUT035,2416.507944
NCK30,OUT049,4015.030529
FDU31,OUT018,3349.769566
NCQ17,OUT019,354.8382261
FDN01,OUT017,2860.778436
FDZ19,OUT049,2861.862629
DRG37,OUT017,2482.237204
FDE32,OUT045,693.1893188
FDO34,OUT049,2764.742327
FDM04,OUT019,125.8890763
FDZ25,OUT049,2836.326075
FDU08,OUT049,1572.174087
NCW30,OUT045,4052.632465
NCM18,OUT013,917.0326303
FDS22,OUT035,693.4709577
NCH18,OUT017,3950.005029
FDC23,OUT013,2905.783853
FDY46,OUT013,3094.993166
NCU06,OUT046,3850.95802
FDX57,OUT045,1557.921871
FDX36,OUT027,5896.192467
FDL16,OUT045,702.2112747
FDT16,OUT010,622.1459656
FDN16,OUT018,1592.220509
FDC03,OUT046,3109.090817
DRF60,OUT013,3961.485768
FDS27,OUT027,5453.185863
FDP33,OUT010,589.276607
FDJ36,OUT018,1579.02548
NCR42,OUT013,693.1893188
FDV14,OUT017,1423.96429
NCP42,OUT035,3109.048261
FDB50,OUT027,2178.695216
NCC30,OUT027,4911.190508
FDA23,OUT018,1583.201331
FDW16,OUT017,1464.245564
FDQ52,OUT010,560.5947052
FDB58,OUT049,2203.543682
NCP29,OUT049,1019.479039
NCM05,OUT045,4094.871357
FDO25,OUT013,3491.360358
NCM54,OUT046,2084.211329
NCL54,OUT046,2859.917984
FDL39,OUT010,472.2750797
FDF53,OUT018,2936.462755
NCQ42,OUT035,2084.211329
FDF58,OUT013,946.1513143
FDZ04,OUT035,1018.402391
FDE26,OUT019,307.6651391
FDS60,OUT017,2911.895464
FDV58,OUT017,3106.628922
FDM04,OUT045,716.5535359
FDE08,OUT035,2414.549481
NCB43,OUT049,3096.907525
FDU11,OUT010,279.5877453
FDF22,OUT019,503.9265699
FDE24,OUT013,2097.692734
DRJ49,OUT046,2089.366901
NCQ53,OUT035,3933.057269
NCL41,OUT013,693.1893188
FDR22,OUT013,1675.703659
FDH04,OUT035,1480.725955
DRH15,OUT045,693.7375204
FDY40,OUT049,702.2112747
NCI17,OUT035,1546.862389
NCC18,OUT013,2858.743437
FDY28,OUT027,5617.569873
FDB45,OUT027,2655.257737
NCL30,OUT018,2082.799307
FDM10,OUT017,3493.423222
FDH22,OUT027,3336.204806
NCZ53,OUT017,3098.75985
NCI18,OUT013,3747.571498
FDH14,OUT027,3443.366381
FDR36,OUT027,1096.138053
FDW01,OUT045,2430.15314
FDK02,OUT027,3065.485138
FDJ02,OUT018,2413.56465
FDU55,OUT013,4064.096694
NCV18,OUT027,2410.220664
FDH14,OUT018,2092.180012
FDZ37,OUT045,1458.304934
FDX49,OUT049,3848.109392
NCD43,OUT046,1594.098563
FDZ07,OUT013,918.9706767
FDK43,OUT035,2082.331658
FDR32,OUT018,3555.521025
FDT39,OUT013,2430.634551
NCV54,OUT017,2054.108114
FDF38,OUT018,693.4709577
FDV60,OUT046,3118.036312
FDH44,OUT027,3905.649843
FDS21,OUT046,918.9706767
NCL41,OUT045,693.1893188
FDM46,OUT017,1507.585686
FDU27,OUT045,704.109738
NCJ54,OUT017,3850.889223
DRG51,OUT018,2682.137076
NCA29,OUT019,382.7536287
FDR47,OUT045,3107.25639
NCL19,OUT027,3437.766333
DRG01,OUT049,1149.750709
FDG10,OUT046,846.9799124
NCV05,OUT049,2441.287145
NCH18,OUT019,560.7816026
FDV14,OUT018,1426.258784
DRJ23,OUT035,3097.943879
DRJ11,OUT046,3096.167712
FDZ03,OUT017,3096.234888
FDI27,OUT010,91.7090541
FDJ14,OUT018,1343.711725
FDU32,OUT017,2067.314702
FDD47,OUT027,4196.761187
DRF36,OUT035,3098.533486
FDM21,OUT046,4033.823815
FDV10,OUT018,693.7375204
FDH60,OUT018,3099.181212
FDX47,OUT010,357.2764676
FDT19,OUT019,428.9820791
FDO11,OUT045,4014.220464
FDH24,OUT027,4183.389761
FDL02,OUT018,1606.45521
FDB02,OUT049,2864.044443
FDA43,OUT046,3109.090817
FDG52,OUT045,702.2112747
DRC12,OUT013,3097.615667
FDY37,OUT018,2098.302441
NCU18,OUT045,2097.692734
FDU09,OUT035,846.6439485
DRJ25,OUT027,1275.94634
DRE12,OUT018,1879.757516
DRL47,OUT017,2080.963132
DRK01,OUT046,1539.592521
FDC22,OUT019,476.0194192
FDG44,OUT013,792.1959412
FDW04,OUT035,2089.366901
FDK09,OUT049,3822.479394
NCN43,OUT035,2077.218567
FDG04,OUT049,3098.112358
FDH32,OUT010,224.5498259
DRI47,OUT017,2414.85749
DRE15,OUT013,1123.543754
FDY11,OUT035,1036.194739
FDO60,OUT049,695.3401045
FDQ20,OUT018,693.4709577
FDO57,OUT027,4228.276025
FDT14,OUT019,287.5453587
FDA57,OUT049,693.4709577
DRN35,OUT017,693.1893188
FDJ03,OUT046,707.5100033
FDX28,OUT017,1579.243082
DRE25,OUT045,1469.074635
FDR09,OUT046,4044.970016
FDB23,OUT035,3826.150413
FDO08,OUT045,2642.025309
FDQ23,OUT049,1579.02548
FDW04,OUT013,2089.366901
DRK13,OUT010,586.2168776
NCL17,OUT027,3436.153746
FDY21,OUT035,3108.284364
FDJ38,OUT027,5201.18615
FDA37,OUT019,291.2913495
FDV43,OUT013,695.3401045
FDL36,OUT046,1479.994613
FDD53,OUT045,693.4709577
FDZ19,OUT010,412.6655942
FDV21,OUT045,2082.331658
NCL54,OUT018,2853.202217
DRI47,OUT027,3839.466544
DRG03,OUT049,2481.553302
FDG21,OUT013,2417.750489
FDW03,OUT018,1594.098563
NCI55,OUT046,2076.601528
DRC36,OUT019,427.2788455
FDH22,OUT017,2084.211329
FDV20,OUT045,2084.211329
NCU41,OUT027,5350.590452
FDN46,OUT027,2654.221021
FDK50,OUT045,2639.061359
NCA05,OUT027,3989.639683
DRH01,OUT018,2852.586992
FDT08,OUT018,2416.833541
FDM08,OUT018,3510.87196
FDZ07,OUT035,905.4236832
FDS22,OUT017,702.2112747
FDV35,OUT027,4073.089224
FDI28,OUT010,182.8312074
FDW58,OUT027,2670.549661
FDT52,OUT045,3961.985919
FDY34,OUT046,2649.386589
FDR10,OUT046,2597.404127
FDK57,OUT017,2067.314702
FDR02,OUT027,2696.396512
FDX49,OUT046,3850.619271
FDQ20,OUT046,693.4709577
DRK23,OUT045,4005.245315
NCW06,OUT046,3098.077449
FDR31,OUT017,2414.549481
NCE43,OUT013,2786.454313
DRO59,OUT027,2147.595492
FDN09,OUT049,3964.432807
FDR11,OUT046,2614.377002
FDO57,OUT013,2635.506814
NCX18,OUT017,3118.035544
FDB05,OUT018,3699.767386
FDQ08,OUT018,905.4236832
NCG43,OUT035,1507.585686
FDJ56,OUT013,1584.646791
FDA13,OUT010,86.47698726
FDO56,OUT017,1928.083811
FDB37,OUT018,3687.312849
FDZ02,OUT018,1544.480279
FDQ24,OUT046,4001.188421
FDM16,OUT013,1064.55632
FDU35,OUT049,1572.609218
FDT35,OUT035,2786.051124
NCX30,OUT049,3971.601426
FDG04,OUT017,3096.234888
FDI12,OUT035,1423.96429
FDE35,OUT035,903.8800959
NCP14,OUT027,2654.538621
NCY53,OUT045,1661.989342
FDP49,OUT017,846.2547855
FDQ04,OUT017,693.4709577
FDM39,OUT035,2925.634561
FDO58,OUT019,361.2630925
FDC56,OUT017,2033.769342
NCQ54,OUT046,2752.5775
FDV10,OUT027,1095.635078
NCK17,OUT046,693.4709577
NCF55,OUT027,1096.302833
FDV33,OUT013,4061.014118
NCH29,OUT019,243.3733358
FDA37,OUT027,3287.398425
FDH46,OUT018,1584.646791
FDS25,OUT035,1669.042845
FDH04,OUT027,2496.382976
FDX52,OUT046,3098.692674
NCD42,OUT017,693.1893188
FDW47,OUT017,2077.218567
FDL25,OUT027,2549.148221
NCJ06,OUT010,280.2916223
FDY09,OUT013,2860.653097
FDS40,OUT046,693.1893188
FDH41,OUT017,3493.092711
FDG38,OUT035,1405.789763
FDU03,OUT027,5027.888032
FDV20,OUT046,2084.211329
DRB13,OUT045,3098.735963
NCQ30,OUT013,2056.904595
NCH06,OUT013,3964.274815
FDU50,OUT018,1812.417346
NCO42,OUT019,341.3052255
FDW09,OUT018,1289.809216
FDH04,OUT013,1462.240453
FDC21,OUT045,1606.45521
FDL21,OUT049,693.4709577
FDM46,OUT010,248.4504737
FDT22,OUT019,171.1656206
FDB28,OUT035,3129.1043
FDI12,OUT018,1448.555918
FDA28,OUT045,2082.331658
FDF59,OUT013,2084.211329
FDM45,OUT027,3256.366616
FDQ56,OUT017,1354.236516
FDR46,OUT049,2414.173589
FDT01,OUT013,3491.934254
FDD16,OUT027,1996.831651
NCU30,OUT010,422.3453753
FDM40,OUT010,340.125116
FDI56,OUT035,1493.986178
NCS30,OUT013,2084.211329
FDU08,OUT017,1572.174087
FDX51,OUT027,5468.655652
FDA43,OUT045,3118.011657
FDX59,OUT010,83.053199
FDC37,OUT018,1601.101479
FDP58,OUT013,3500.927081
NCY42,OUT035,2098.844044
FDF21,OUT018,3090.986389
FDU10,OUT027,1095.900643
DRL47,OUT018,2080.534214
FDA58,OUT018,3624.642182
FDJ22,OUT049,3108.568139
FDK50,OUT046,2597.15082
FDO38,OUT035,1251.79381
DRF60,OUT035,3963.620664
NCZ42,OUT019,573.2501051
FDD35,OUT049,1976.968452
FDL25,OUT045,1488.713747
FDJ16,OUT013,846.6439485
DRK59,OUT049,3900.421818
FDI50,OUT046,3855.903204
NCB19,OUT045,1435.177503
DRI37,OUT035,898.787987
FDA14,OUT027,3839.305151
FDC08,OUT018,3537.679657
FDS45,OUT046,1594.098563
FDI21,OUT049,1017.178505
DRJ47,OUT035,2859.545081
DRE37,OUT027,5206.844626
FDT55,OUT018,2575.31301
NCG42,OUT027,3350.703091
FDA31,OUT049,2857.506893
NCW42,OUT046,3654.856131
FDF50,OUT017,3108.659399
FDK56,OUT049,3098.112358
FDX10,OUT035,693.1893188
NCK07,OUT027,4157.153838
FDZ49,OUT017,3647.701069
FDR33,OUT013,1612.059547
FDO44,OUT018,1672.549344
FDA20,OUT046,3096.167712
NCL30,OUT045,2084.211329
FDI05,OUT019,183.3663161
FDQ12,OUT018,3556.950641
FDH47,OUT017,1536.087036
FDH34,OUT018,3088.953495
FDF29,OUT046,2090.749032
FDG40,OUT018,693.1893188
NCE18,OUT017,4003.040132
FDP21,OUT010,480.0739532
FDY50,OUT013,1451.462208
FDB36,OUT049,2087.523052
NCZ29,OUT049,2083.748797
FDU20,OUT018,1996.218562
FDO56,OUT013,1931.80079
FDW31,OUT049,3120.735962
DRH59,OUT013,1122.483656
NCB30,OUT017,3119.30832
FDK43,OUT027,3338.687807
FDW43,OUT045,3864.053252
NCL19,OUT017,2096.358179
FDJ27,OUT046,1575.781511
FDC45,OUT046,2786.790957
FDY40,OUT035,715.953099
NCM41,OUT035,1480.725955
NCK18,OUT019,604.8034747
FDP37,OUT049,2087.853688
FDA27,OUT027,6255.264276
NCX30,OUT035,3975.745975
FDR09,OUT017,4003.424159
FDG08,OUT027,4697.267654
NCU30,OUT013,2649.046556
FDB16,OUT017,1440.248566
FDM16,OUT017,1059.549314
FDC48,OUT013,1328.238433
NCF18,OUT046,3097.487842
FDU46,OUT018,1434.231442
FDH41,OUT018,3345.113438
NCN42,OUT010,407.9685862
FDU49,OUT046,1447.758463
FDB20,OUT027,2180.627435
