Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCE18,10.0,Low Fat,0.021546531,Household,249.175,OUT017,2007,,Tier 2,Supermarket Type1,4225.021
FDP21,7.42,Regular,0.043084893,Snack Foods,189.1872,OUT010,1998,,Tier 3,Grocery Store,424.79236
FDY50,5.8,Low Fat,0.130846833,Dairy,88.6172,OUT013,1987,High,Tier 3,Supermarket Type1,1393.0596
FDB36,5.465,Regular,0.0,Baking Goods,129.2626,OUT049,1999,Medium,Tier 1,Supermarket Type1,2200.5051
NCZ29,15.0,Low Fat,0.07148242099999999,Health and Hygiene,127.2362,OUT049,1999,Medium,Tier 1,Supermarket Type1,1997.307
FDU20,19.35,Regular,0.02154496,Fruits and Vegetables,119.0098,OUT018,2009,Medium,Tier 3,Supermarket Type2,1683.4475
FDO56,10.195,Regular,0.044945123,Fruits and Vegetables,117.7808,OUT013,1987,High,Tier 3,Supermarket Type1,1675.8097
FDW31,11.35,Regular,0.043225203,Fruits and Vegetables,197.7742,OUT049,1999,Medium,Tier 1,Supermarket Type1,2845.3782
DRH59,10.8,Low Fat,0.058384822999999995,Hard Drinks,74.83800000000001,OUT013,1987,High,Tier 3,Supermarket Type1,1102.62
NCB30,14.6,Low Fat,0.02584838,Household,197.5084,OUT017,2007,,Tier 2,Supermarket Type1,2996.6912
FDK43,,Low Fat,0.026710788,Meat,127.902,OUT027,1985,Medium,Tier 3,Supermarket Type3,3600.9062
FDW43,20.1,Regular,0.022470715,Fruits and Vegetables,229.3036,OUT045,2002,,Tier 2,Supermarket Type1,3823.8713
NCL19,15.35,Low Fat,0.015764902,Others,141.14700000000002,OUT017,2007,,Tier 2,Supermarket Type1,2140.1787
FDJ27,17.7,Regular,0.12187603300000001,Meat,100.3674,OUT046,1997,Small,Tier 1,Supermarket Type1,1421.7032
FDC45,17.0,low fat,0.13573321800000002,Fruits and Vegetables,169.9106,OUT046,1997,Small,Tier 1,Supermarket Type1,2448.5134
FDY40,15.5,Regular,0.085818761,Frozen Foods,51.2692,OUT035,2004,Small,Tier 2,Supermarket Type1,697.4269
NCM41,16.5,Low Fat,0.035649249,Health and Hygiene,91.912,OUT035,2004,Small,Tier 2,Supermarket Type1,1380.088
NCK18,,Low Fat,0.011727514,Household,164.5184,OUT019,1985,Small,Tier 1,Grocery Store,600.99176
FDP37,15.6,Low Fat,0.143328443,Breakfast,129.7994,OUT049,1999,Medium,Tier 1,Supermarket Type1,2156.3198
FDA27,,Regular,0.030777863,Dairy,255.5672,OUT027,1985,Medium,Tier 3,Supermarket Type3,5855.8364
NCX30,16.7,Low Fat,0.026615592999999996,Household,247.4776,OUT035,2004,Small,Tier 2,Supermarket Type1,3640.8237
FDR09,18.25,Low Fat,0.078164241,Snack Foods,256.9962,OUT017,2007,,Tier 2,Supermarket Type1,4009.0103
FDG08,,Regular,0.164558565,Fruits and Vegetables,172.6764,OUT027,1985,Medium,Tier 3,Supermarket Type3,4258.2935
NCU30,5.11,Low Fat,0.034845667999999996,Household,164.62099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2636.8564
FDB16,8.21,Low Fat,0.045179902,Dairy,87.8198,OUT017,2007,,Tier 2,Supermarket Type1,1233.7119
FDM16,8.155,Regular,0.033745202,Frozen Foods,73.6354,OUT017,2007,,Tier 2,Supermarket Type1,1109.5532
FDC48,9.195,Low Fat,0.015846096,Baking Goods,81.5592,OUT013,1987,High,Tier 3,Supermarket Type1,1324.3003
NCF18,18.35,Low Fat,0.088982596,Household,189.9504,OUT046,1997,Small,Tier 1,Supermarket Type1,2874.2097
FDU46,10.3,reg,0.011171624,Snack Foods,86.954,OUT018,2009,Medium,Tier 3,Supermarket Type2,1370.0454
FDH41,9.0,Low Fat,0.08234560099999999,Frozen Foods,214.5534,OUT018,2009,Medium,Tier 3,Supermarket Type2,2574.8252
NCN42,20.25,Low Fat,0.023805745,Household,145.5418,OUT010,1998,,Tier 3,Grocery Store,375.48743
FDU49,19.5,Regular,0.030694361,Canned,88.25399999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,1343.76
FDB20,,Low Fat,0.051728948,Fruits and Vegetables,77.9986,OUT027,1985,Medium,Tier 3,Supermarket Type3,2135.4387
FDG50,,Low Fat,0.026738937,Canned,89.6146,OUT019,1985,Small,Tier 1,Grocery Store,243.25377
FDW20,20.75,Low Fat,0.024198404,Fruits and Vegetables,122.073,OUT045,2002,,Tier 2,Supermarket Type1,2006.1958
NCO55,12.8,Low Fat,0.09117876800000001,Others,109.1938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1578.9144
FDX48,17.75,Regular,0.037887894,Baking Goods,154.6656,OUT046,1997,Small,Tier 1,Supermarket Type1,2312.0635
FDU48,18.85,Low Fat,0.055358452,Baking Goods,132.7284,OUT046,1997,Small,Tier 1,Supermarket Type1,1913.7217
FDR48,,Low Fat,0.23024692800000002,Baking Goods,152.1024,OUT019,1985,Small,Tier 1,Grocery Store,266.66882
FDK27,11.0,Low Fat,0.008939091,Meat,122.7756,OUT013,1987,High,Tier 3,Supermarket Type1,1950.9076
FDT35,19.85,Regular,0.08138759400000001,Breads,166.0816,OUT013,1987,High,Tier 3,Supermarket Type1,2576.866
FDN12,15.6,Low Fat,0.081230024,Baking Goods,109.8544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1563.839
NCE31,,low fat,0.323637245,Household,35.5216,OUT019,1985,Small,Tier 1,Grocery Store,75.132996
FDL21,15.85,Regular,0.007186838,Snack Foods,41.148,OUT017,2007,,Tier 2,Supermarket Type1,563.39417
FDV56,16.1,Regular,0.013672625,Fruits and Vegetables,106.8596,OUT017,2007,,Tier 2,Supermarket Type1,1692.1876
FDR16,5.845,Regular,0.105612027,Frozen Foods,214.8218,OUT017,2007,,Tier 2,Supermarket Type1,3290.7617
NCP41,16.6,Low Fat,0.016235909,Health and Hygiene,108.9596,OUT049,1999,Medium,Tier 1,Supermarket Type1,1583.8273
FDJ27,17.7,Regular,0.12177461099999999,Meat,101.8674,OUT013,1987,High,Tier 3,Supermarket Type1,1507.8762
FDA07,7.55,Regular,0.03111966,Fruits and Vegetables,122.6072,OUT017,2007,,Tier 2,Supermarket Type1,1935.5128
FDK55,18.5,Low Fat,0.02580175,Meat,89.0172,OUT049,1999,Medium,Tier 1,Supermarket Type1,1274.1259
FDM33,15.6,Low Fat,0.087856073,Snack Foods,220.7798,OUT049,1999,Medium,Tier 1,Supermarket Type1,3369.3872
FDY46,18.6,Low Fat,0.047889939000000006,Snack Foods,186.9898,OUT046,1997,Small,Tier 1,Supermarket Type1,2791.7864
FDD36,13.3,Low Fat,0.021273561,Baking Goods,117.8124,OUT046,1997,Small,Tier 1,Supermarket Type1,1845.4863
FDB12,,Regular,0.10479770199999999,Baking Goods,101.8648,OUT027,1985,Medium,Tier 3,Supermarket Type3,2569.3845
FDF28,,Regular,0.066296239,Frozen Foods,125.9046,OUT019,1985,Small,Tier 1,Grocery Store,284.07397
NCE07,,Low Fat,0.022988988999999998,Household,143.3154,OUT019,1985,Small,Tier 1,Grocery Store,345.98065
FDW50,,Low Fat,0.075212058,Dairy,165.1158,OUT027,1985,Medium,Tier 3,Supermarket Type3,3844.3823
NCW18,15.1,Low Fat,0.059660385999999996,Household,236.7248,OUT017,2007,,Tier 2,Supermarket Type1,3786.4836
NCJ17,,Low Fat,0.267106722,Health and Hygiene,85.4224,OUT019,1985,Small,Tier 1,Grocery Store,215.5372
DRZ24,7.535,Low Fat,0.13689554,Soft Drinks,120.244,OUT010,1998,,Tier 3,Grocery Store,288.99667
FDS07,12.35,Low Fat,0.0,Fruits and Vegetables,115.0518,OUT035,2004,Small,Tier 2,Supermarket Type1,1818.8485
NCW05,20.25,Low Fat,0.247843179,Health and Hygiene,107.6938,OUT010,1998,,Tier 3,Grocery Store,229.48857
FDZ22,9.395,Low Fat,0.04545430599999999,Snack Foods,83.125,OUT018,2009,Medium,Tier 3,Supermarket Type2,1215.4067
FDK02,12.5,Low Fat,0.0,Canned,118.14399999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,1776.2476
FDZ45,,Low Fat,0.0,Snack Foods,196.6084,OUT027,1985,Medium,Tier 3,Supermarket Type3,5020.5083
FDL25,6.92,Regular,0.130924914,Breakfast,91.1804,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.16
FDS08,5.735,Low Fat,0.057076739,Fruits and Vegetables,175.737,OUT045,2002,,Tier 2,Supermarket Type1,2249.7578
NCZ42,,Low Fat,0.011233267,Household,235.5248,OUT027,1985,Medium,Tier 3,Supermarket Type3,6549.191
FDX57,17.25,Regular,0.047257274,Snack Foods,97.0068,OUT035,2004,Small,Tier 2,Supermarket Type1,1568.7596
FDF21,10.3,Regular,0.058827383,Fruits and Vegetables,189.85299999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,3144.4436
FDJ56,8.985,Low Fat,0.184150125,Fruits and Vegetables,98.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,1180.9156
FDX10,6.385,Regular,0.12360757800000001,Snack Foods,36.4874,OUT013,1987,High,Tier 3,Supermarket Type1,575.355
DRG48,5.78,Low Fat,0.014552313,Soft Drinks,145.1102,OUT035,2004,Small,Tier 2,Supermarket Type1,2280.0842
DRN37,9.6,Low Fat,0.096297398,Soft Drinks,167.3158,OUT046,1997,Small,Tier 1,Supermarket Type1,2550.0576
NCY41,16.75,Low Fat,0.076044136,Health and Hygiene,34.9532,OUT018,2009,Medium,Tier 3,Supermarket Type2,454.45587
FDN28,5.88,Regular,0.030309247,Frozen Foods,103.499,OUT045,2002,,Tier 2,Supermarket Type1,1462.2295
FDE34,9.195,Low Fat,0.108110205,Snack Foods,181.5634,OUT045,2002,,Tier 2,Supermarket Type1,2512.5051
FDR10,17.6,Low Fat,0.010060255,Snack Foods,163.8552,OUT045,2002,,Tier 2,Supermarket Type1,2618.7612
FDC32,18.35,Low Fat,0.099669602,Fruits and Vegetables,92.9462,OUT017,2007,,Tier 2,Supermarket Type1,1268.2129
DRG13,17.25,Low Fat,0.037186151,Soft Drinks,164.3526,OUT046,1997,Small,Tier 1,Supermarket Type1,2336.441
FDP59,20.85,Regular,0.056553503,Breads,104.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1447.7301
NCT53,5.4,LF,0.08053675099999999,Health and Hygiene,165.8526,OUT010,1998,,Tier 3,Grocery Store,420.76917
FDL57,,Regular,0.066751989,Snack Foods,257.4304,OUT027,1985,Medium,Tier 3,Supermarket Type3,5614.649
FDN32,17.5,Low Fat,0.026044866,Fruits and Vegetables,185.2266,OUT010,1998,,Tier 3,Grocery Store,402.66315
FDK09,15.2,Low Fat,0.092137107,Snack Foods,227.4352,OUT018,2009,Medium,Tier 3,Supermarket Type2,2914.8076
FDA52,16.2,Regular,0.214952566,Frozen Foods,178.437,OUT010,1998,,Tier 3,Grocery Store,349.2747
FDC57,20.1,Regular,0.054679411,Fruits and Vegetables,193.282,OUT049,1999,Medium,Tier 1,Supermarket Type1,3127.7468
FDI09,20.75,Regular,0.129313138,Seafood,239.488,OUT035,2004,Small,Tier 2,Supermarket Type1,3669.736
NCB07,19.2,Low Fat,0.07750754900000001,Household,197.91099999999997,OUT046,1997,Small,Tier 1,Supermarket Type1,2477.127
FDP26,7.785,Low Fat,0.139526439,Dairy,103.1306,OUT035,2004,Small,Tier 2,Supermarket Type1,1634.3236
FDP40,,Regular,0.034190793,Frozen Foods,112.0544,OUT027,1985,Medium,Tier 3,Supermarket Type3,2643.4973
FDL15,17.85,Low Fat,0.046595951,Meat,151.5682,OUT013,1987,High,Tier 3,Supermarket Type1,2365.798
FDV07,9.5,Low Fat,0.0,Fruits and Vegetables,111.3228,OUT046,1997,Small,Tier 1,Supermarket Type1,1687.6959
FDS03,7.825,Low Fat,0.080079022,Meat,65.1826,OUT017,2007,,Tier 2,Supermarket Type1,1091.4781
FDE50,19.7,Regular,0.016230842,Canned,185.9556,OUT049,1999,Medium,Tier 1,Supermarket Type1,3031.1108
FDQ15,20.35,Regular,0.15192798,Meat,79.4276,OUT017,2007,,Tier 2,Supermarket Type1,1177.033
FDQ33,13.35,Low Fat,0.15266209,Snack Foods,150.3708,OUT010,1998,,Tier 3,Grocery Store,372.658
FDT22,10.395,Low Fat,0.11200393199999999,Snack Foods,58.022,OUT013,1987,High,Tier 3,Supermarket Type1,745.20087
DRO35,13.85,Low Fat,0.03456382,Hard Drinks,117.2492,OUT035,2004,Small,Tier 2,Supermarket Type1,1861.6808
FDJ41,6.85,LF,0.022918857999999997,Frozen Foods,261.5594,OUT049,1999,Medium,Tier 1,Supermarket Type1,4144.3247
FDQ27,5.19,Regular,0.044244253,Meat,104.899,OUT035,2004,Small,Tier 2,Supermarket Type1,1927.4736
FDC26,10.195,Low Fat,0.127097968,Canned,112.3886,OUT017,2007,,Tier 2,Supermarket Type1,1686.282
NCF43,,Low Fat,0.0,Household,142.947,OUT027,1985,Medium,Tier 3,Supermarket Type3,3633.4875
NCR50,20.2,Low Fat,0.011817852,Household,153.134,OUT035,2004,Small,Tier 2,Supermarket Type1,2634.6553
FDE39,7.89,Low Fat,0.036281701,Dairy,119.6782,OUT018,2009,Medium,Tier 3,Supermarket Type2,1694.9329
FDN49,,Regular,0.124618061,Breakfast,40.548,OUT027,1985,Medium,Tier 3,Supermarket Type3,853.1674
DRG11,6.385,Low Fat,0.083822437,Hard Drinks,107.3596,OUT035,2004,Small,Tier 2,Supermarket Type1,1597.7917
NCA18,10.1,Low Fat,0.05616476,Household,117.0492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1770.253
FDM36,11.65,Regular,0.058970075,Baking Goods,171.9422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2545.825
FDW32,18.35,Regular,0.094830216,Fruits and Vegetables,85.6882,OUT017,2007,,Tier 2,Supermarket Type1,1233.94
NCQ18,15.75,Low Fat,0.226084177,Household,98.67,OUT010,1998,,Tier 3,Grocery Store,225.6046
FDX14,,Low Fat,0.07457713,Dairy,76.2354,OUT027,1985,Medium,Tier 3,Supermarket Type3,1916.6198
FDD46,6.035,Low Fat,0.142055011,Snack Foods,152.3998,OUT017,2007,,Tier 2,Supermarket Type1,2027.6093
FDI34,,Regular,0.149062064,Snack Foods,232.1668,OUT019,1985,Small,Tier 1,Grocery Store,627.27997
NCJ17,7.68,Low Fat,0.152527644,Health and Hygiene,85.2224,OUT035,2004,Small,Tier 2,Supermarket Type1,1307.7196
FDB52,17.75,Low Fat,0.030429846,Dairy,257.2672,OUT035,2004,Small,Tier 2,Supermarket Type1,3375.3086
FDV55,17.75,LF,0.05529777599999999,Fruits and Vegetables,143.7444,OUT018,2009,Medium,Tier 3,Supermarket Type2,2058.5771
FDC57,20.1,Regular,0.054594530999999995,Fruits and Vegetables,191.68200000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,3004.5435
FDB29,16.7,Regular,0.052411676,Frozen Foods,115.2176,OUT046,1997,Small,Tier 1,Supermarket Type1,1881.1962
NCO43,5.5,Low Fat,0.047089304000000005,Others,100.1016,OUT035,2004,Small,Tier 2,Supermarket Type1,1902.3156
FDG44,6.13,Low Fat,0.102398197,Fruits and Vegetables,52.7298,OUT045,2002,,Tier 2,Supermarket Type1,846.2738
FDJ34,11.8,Regular,0.09384566400000001,Snack Foods,126.4704,OUT045,2002,,Tier 2,Supermarket Type1,1747.6339
FDH40,11.6,Regular,0.079052286,Frozen Foods,82.3276,OUT049,1999,Medium,Tier 1,Supermarket Type1,1234.1129
NCD07,,Low Fat,0.055160325999999996,Household,111.9518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3533.0898
FDB41,19.0,Regular,0.097863571,Frozen Foods,46.0718,OUT017,2007,,Tier 2,Supermarket Type1,695.76886
FDH47,13.5,Regular,0.129340955,Starchy Foods,95.7068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1117.1495
DRK37,5.0,low fat,0.043996354,Soft Drinks,189.35299999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,3249.0996
FDM25,,Regular,0.106217878,Breakfast,176.7712,OUT019,1985,Small,Tier 1,Grocery Store,423.4402
NCX06,17.6,Low Fat,0.015718858,Household,182.3976,OUT045,2002,,Tier 2,Supermarket Type1,2992.8518
NCS05,11.5,Low Fat,0.021096732000000003,Health and Hygiene,132.8942,OUT017,2007,,Tier 2,Supermarket Type1,2028.2982
FDS39,6.895,Low Fat,0.022506125,Meat,142.2812,OUT045,2002,,Tier 2,Supermarket Type1,1855.1161
FDC47,,Low Fat,0.11831490300000001,Snack Foods,226.5694,OUT027,1985,Medium,Tier 3,Supermarket Type3,5852.2476
FDG20,15.5,Regular,0.125583323,Fruits and Vegetables,178.3028,OUT013,1987,High,Tier 3,Supermarket Type1,2616.1616
DRL23,18.35,Low Fat,0.015390879,Hard Drinks,106.1938,OUT017,2007,,Tier 2,Supermarket Type1,1581.3964
FDY33,14.5,Regular,0.09712024,Snack Foods,158.3262,OUT013,1987,High,Tier 3,Supermarket Type1,2596.1018
NCH18,9.3,Low Fat,0.044751804000000006,Household,243.8802,OUT045,2002,,Tier 2,Supermarket Type1,3696.5002
FDX47,6.55,Regular,0.0345978,Breads,155.4288,OUT035,2004,Small,Tier 2,Supermarket Type1,2209.1113
NCB06,17.6,Low Fat,0.08249904599999999,Health and Hygiene,159.192,OUT045,2002,,Tier 2,Supermarket Type1,2523.4792
FDP36,10.395,Regular,0.0,Baking Goods,49.6008,OUT049,1999,Medium,Tier 1,Supermarket Type1,692.7062
FDW44,9.5,Regular,0.035294406,Fruits and Vegetables,172.1448,OUT018,2009,Medium,Tier 3,Supermarket Type2,2692.5474
NCU41,18.85,Low Fat,0.052266868,Health and Hygiene,191.8846,OUT018,2009,Medium,Tier 3,Supermarket Type2,2424.5488
NCS17,18.6,Low Fat,0.08050144299999999,Health and Hygiene,96.2436,OUT046,1997,Small,Tier 1,Supermarket Type1,1386.001
FDD46,6.035,Low Fat,0.1412293,Snack Foods,155.5998,OUT035,2004,Small,Tier 2,Supermarket Type1,1992.4518
FDE45,12.1,Low Fat,0.040585592999999996,Fruits and Vegetables,177.5002,OUT017,2007,,Tier 2,Supermarket Type1,2911.301
FDI09,20.75,Regular,0.130069181,Seafood,238.988,OUT017,2007,,Tier 2,Supermarket Type1,3514.9888
NCJ54,9.895,Low Fat,0.100540036,Household,234.0642,OUT010,1998,,Tier 3,Grocery Store,535.9422
NCA29,10.5,Low Fat,0.027387522999999997,Household,172.1106,OUT018,2009,Medium,Tier 3,Supermarket Type2,2709.4785
NCN41,,Low Fat,0.051956477,Health and Hygiene,122.773,OUT027,1985,Medium,Tier 3,Supermarket Type3,3301.5493
FDY34,10.5,Regular,0.010979781999999999,Snack Foods,164.2842,OUT035,2004,Small,Tier 2,Supermarket Type1,2723.103
NCG55,16.25,Low Fat,0.039138761,Household,116.1176,OUT035,2004,Small,Tier 2,Supermarket Type1,1902.8381
DRM49,6.11,Regular,0.151954004,Soft Drinks,44.4086,OUT046,1997,Small,Tier 1,Supermarket Type1,804.99744
NCB42,11.8,Low Fat,0.008574486999999999,Health and Hygiene,115.4492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1861.2245
FDE58,18.5,Low Fat,0.052174319000000004,Snack Foods,116.8124,OUT045,2002,,Tier 2,Supermarket Type1,1783.3131
DRJ25,14.6,Low Fat,0.150442215,Soft Drinks,50.6692,OUT013,1987,High,Tier 3,Supermarket Type1,734.2985
FDS47,16.75,Low Fat,0.21572828800000002,Breads,86.9856,OUT010,1998,,Tier 3,Grocery Store,175.14455
FDY21,15.1,Low Fat,0.173751022,Snack Foods,198.21099999999998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2990.5664
NCI54,15.2,Low Fat,0.03357108,Household,111.1912,OUT013,1987,High,Tier 3,Supermarket Type1,1821.7012
FDO24,11.1,Low Fat,0.177212413,Baking Goods,158.1604,OUT017,2007,,Tier 2,Supermarket Type1,2224.4097
FDY43,14.85,Low Fat,0.098383632,Fruits and Vegetables,168.9474,OUT035,2004,Small,Tier 2,Supermarket Type1,2774.9304
FDF35,15.0,Low Fat,0.154616614,Starchy Foods,106.8938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1109.8961
NCP29,,Low Fat,0.196572047,Health and Hygiene,63.7168,OUT019,1985,Small,Tier 1,Grocery Store,169.20497
FDN28,,Regular,0.030101427000000004,Frozen Foods,101.79899999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,2108.3555
FDJ50,8.645,Low Fat,0.021673936,Canned,51.9982,OUT018,2009,Medium,Tier 3,Supermarket Type2,628.3031
FDQ14,,Low Fat,0.061488083,Dairy,150.805,OUT027,1985,Medium,Tier 3,Supermarket Type3,3187.3777
FDC37,15.5,Low Fat,0.032867137000000005,Baking Goods,108.0938,OUT035,2004,Small,Tier 2,Supermarket Type1,1611.6152
FDN08,7.72,Regular,0.088364662,Fruits and Vegetables,118.7466,OUT046,1997,Small,Tier 1,Supermarket Type1,1771.2561
FDD04,16.0,LF,0.0,Dairy,141.9154,OUT035,2004,Small,Tier 2,Supermarket Type1,2009.1172
FDW34,9.6,Low Fat,0.035724069,Snack Foods,243.61700000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,3066.0725
FDP04,15.35,Low Fat,0.013890902,Frozen Foods,65.2168,OUT017,2007,,Tier 2,Supermarket Type1,950.54364
NCG07,12.3,Low Fat,0.052799022,Household,187.753,OUT017,2007,,Tier 2,Supermarket Type1,2958.6663
NCN14,19.1,Low Fat,0.09229222,Others,184.2608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2390.557
FDJ16,9.195,Low Fat,0.11511863800000001,Frozen Foods,58.1246,OUT045,2002,,Tier 2,Supermarket Type1,787.3732
NCM42,6.13,Low Fat,0.028378929,Household,108.8912,OUT045,2002,,Tier 2,Supermarket Type1,1608.8177
NCF19,13.0,Low Fat,0.035108732000000004,Household,49.6034,OUT046,1997,Small,Tier 1,Supermarket Type1,696.427
FDY21,15.1,Low Fat,0.17418799399999998,Snack Foods,196.91099999999997,OUT018,2009,Medium,Tier 3,Supermarket Type2,3093.6614
FDY19,19.75,Low Fat,0.041357113,Fruits and Vegetables,116.1466,OUT035,2004,Small,Tier 2,Supermarket Type1,1848.9652
FDV09,12.1,Low Fat,0.020610288,Snack Foods,149.8734,OUT045,2002,,Tier 2,Supermarket Type1,2295.509
FDA28,16.1,Regular,0.0,Frozen Foods,126.1362,OUT013,1987,High,Tier 3,Supermarket Type1,2105.923
FDC38,15.7,Low Fat,0.122992956,Canned,133.3942,OUT018,2009,Medium,Tier 3,Supermarket Type2,1757.2023
FDL28,10.0,Regular,0.063302674,Frozen Foods,230.3668,OUT045,2002,,Tier 2,Supermarket Type1,3705.0479
NCH43,8.42,Low Fat,0.07067863099999999,Household,217.0192,OUT049,1999,Medium,Tier 1,Supermarket Type1,3182.037
NCN53,5.175,Low Fat,0.030417023999999997,Health and Hygiene,34.0874,OUT045,2002,,Tier 2,Supermarket Type1,522.1142
NCW05,20.25,Low Fat,0.14891016099999999,Health and Hygiene,108.2938,OUT017,2007,,Tier 2,Supermarket Type1,1696.3975
NCO30,19.5,Low Fat,0.01578895,Household,185.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2457.5554
FDT04,,Low Fat,0.18741626600000003,Frozen Foods,37.5822,OUT019,1985,Small,Tier 1,Grocery Store,97.49728
FDB27,7.575,Low Fat,0.055615757,Dairy,196.4768,OUT018,2009,Medium,Tier 3,Supermarket Type2,2789.1028
NCK07,10.65,Low Fat,0.048646173,Others,166.1526,OUT013,1987,High,Tier 3,Supermarket Type1,2617.505
NCA53,11.395,Low Fat,0.0,Health and Hygiene,48.5034,OUT013,1987,High,Tier 3,Supermarket Type1,741.48376
FDB33,17.75,Low Fat,0.014639563000000001,Fruits and Vegetables,160.1262,OUT018,2009,Medium,Tier 3,Supermarket Type2,2467.54
FDU37,9.5,Regular,0.105099347,Canned,79.296,OUT017,2007,,Tier 2,Supermarket Type1,1287.7573
FDR13,9.895,Regular,0.028715402,Canned,115.1492,OUT035,2004,Small,Tier 2,Supermarket Type1,1852.6366
FDE45,12.1,Low Fat,0.04042006,Fruits and Vegetables,178.0002,OUT049,1999,Medium,Tier 1,Supermarket Type1,2770.8708
FDV37,13.0,Regular,0.083986263,Canned,195.9426,OUT017,2007,,Tier 2,Supermarket Type1,2966.7832
FDX44,,Low Fat,0.075228873,Fruits and Vegetables,90.0172,OUT019,1985,Small,Tier 1,Grocery Store,227.50542
NCL06,14.65,Low Fat,0.072474272,Household,261.4594,OUT017,2007,,Tier 2,Supermarket Type1,3914.0007
FDJ28,12.3,Low Fat,0.021905319,Frozen Foods,190.4162,OUT045,2002,,Tier 2,Supermarket Type1,2706.8186
FDX55,15.1,Low Fat,0.05529173,Fruits and Vegetables,218.7166,OUT049,1999,Medium,Tier 1,Supermarket Type1,3220.4255
NCK17,11.0,Low Fat,0.038049213,Health and Hygiene,40.548,OUT018,2009,Medium,Tier 3,Supermarket Type2,443.56927
FDH52,9.42,Regular,0.043894800000000005,Frozen Foods,62.2194,OUT035,2004,Small,Tier 2,Supermarket Type1,933.20667
FDN13,,Low Fat,0.151321932,Breakfast,100.7358,OUT027,1985,Medium,Tier 3,Supermarket Type3,2669.6284
FDK44,16.6,Low Fat,0.12272538599999999,Fruits and Vegetables,171.7738,OUT018,2009,Medium,Tier 3,Supermarket Type2,2390.0156
FDU16,19.25,Regular,0.058275104,Frozen Foods,82.1908,OUT046,1997,Small,Tier 1,Supermarket Type1,1319.3413
FDZ07,15.1,Regular,0.094422403,Fruits and Vegetables,59.9194,OUT017,2007,,Tier 2,Supermarket Type1,909.1789
NCN06,,Low Fat,0.11991375300000001,Household,164.5868,OUT027,1985,Medium,Tier 3,Supermarket Type3,4045.4954
FDH02,7.27,Regular,0.034783374,Canned,90.5488,OUT010,1998,,Tier 3,Grocery Store,208.74467
NCW18,15.1,Low Fat,0.0,Household,235.5248,OUT045,2002,,Tier 2,Supermarket Type1,3606.2732
FDH57,10.895,Low Fat,0.035717774,Fruits and Vegetables,129.9284,OUT013,1987,High,Tier 3,Supermarket Type1,1975.5702
FDV35,19.5,Low Fat,0.128466007,Breads,155.2314,OUT045,2002,,Tier 2,Supermarket Type1,2538.9563
NCU29,7.685,Low Fat,0.025456246000000002,Health and Hygiene,144.876,OUT013,1987,High,Tier 3,Supermarket Type1,2506.7817
NCP02,7.105,low fat,0.044808762,Household,58.7562,OUT046,1997,Small,Tier 1,Supermarket Type1,732.2029
FDN44,13.15,Low Fat,0.022776641,Fruits and Vegetables,160.892,OUT013,1987,High,Tier 3,Supermarket Type1,2540.7214
FDX03,15.85,Regular,0.061344855,Meat,44.2744,OUT018,2009,Medium,Tier 3,Supermarket Type2,488.0885
FDR11,10.5,Regular,0.238579765,Breads,158.5578,OUT010,1998,,Tier 3,Grocery Store,408.65613
FDA36,5.985,Low Fat,0.005666384,Baking Goods,184.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,3064.9133
FDP58,,Low Fat,0.134487886,Snack Foods,217.3482,OUT027,1985,Medium,Tier 3,Supermarket Type3,5018.723
FDH31,12.0,Regular,0.02045255,Meat,97.5042,OUT045,2002,,Tier 2,Supermarket Type1,1377.823
FDH34,8.63,LF,0.031089367000000003,Snack Foods,187.1582,OUT035,2004,Small,Tier 2,Supermarket Type1,3123.3838
FDS13,6.465,Low Fat,0.124482575,Canned,263.5884,OUT035,2004,Small,Tier 2,Supermarket Type1,3342.6638
FDT01,13.65,Regular,0.0,Canned,212.7902,OUT018,2009,Medium,Tier 3,Supermarket Type2,2995.5767
